CustomerKey,FirstName,LastName,BirthDate,MaritalStatus,Gender,EmailAddress,AnnualIncome,TotalChildren,EducationLevel,Occupation,HomeOwner
15985,DEVIN,JOHNSON,18-06-1960,M,M,devin1@adventure-works.com,170000,1,Bachelors,Management,Y
15986,DALTON,SANCHEZ,11-09-1954,S,M,dalton89@adventure-works.com,60000,2,Partial High School,Skilled Manual,Y
15987,NICOLE,KELLY,25-09-1954,M,F,nicole46@adventure-works.com,60000,2,Partial High School,Skilled Manual,Y
15988,EDWARD,MOORE,12-05-1954,M,M,edward30@adventure-works.com,70000,3,High School,Professional,Y
15989,SAVANNAH,CAMPBELL,19-11-1954,M,F,savannah29@adventure-works.com,70000,3,High School,Professional,Y
15990,EDUARDO,RICHARDSON,25-05-1953,S,M,eduardo78@adventure-works.com,70000,3,Graduate Degree,Management,Y
15991,DAVID,TAYLOR,19-01-1953,M,M,david67@adventure-works.com,70000,3,Graduate Degree,Management,Y
15992,ISABELLE,ALEXANDER,22-04-1953,S,F,isabelle17@adventure-works.com,70000,3,Graduate Degree,Management,Y
15993,SPENCER,COLEMAN,22-05-1953,M,M,spencer7@adventure-works.com,60000,3,Graduate Degree,Management,Y
15994,OLIVIA,BLUE,01-11-1952,M,F,olivia49@adventure-works.com,40000,3,Partial College,Professional,N
15995,KAITLYN,JOHNSON,26-05-1952,M,F,kaitlyn24@adventure-works.com,40000,3,Partial College,Professional,N
15996,EMILY,BARNES,27-02-1952,M,NA,emily28@adventure-works.com,40000,3,Partial College,Professional,N
15997,MELISSA,JENKINS,11-09-1937,M,F,melissa1@adventure-works.com,70000,4,Graduate Degree,Management,Y
15998,MARISSA,FLORES,09-05-1937,M,F,marissa9@adventure-works.com,70000,4,Graduate Degree,Management,Y
15999,MARIA,HILL,23-07-1937,M,F,maria63@adventure-works.com,70000,4,Graduate Degree,Management,Y
16000,GABRIELLE,RAMIREZ,27-09-1937,M,F,gabrielle16@adventure-works.com,70000,4,Graduate Degree,Management,Y
16001,RICARDO,PAL,25-10-1937,M,M,ricardo12@adventure-works.com,80000,4,Graduate Degree,Management,Y
16002,PAIGE,HAYES,10-02-1937,M,F,paige22@adventure-works.com,110000,2,Graduate Degree,Management,Y
16003,CAROL,ROBINSON,27-10-1937,M,F,carol17@adventure-works.com,130000,2,Graduate Degree,Management,Y
16004,JOE,MARTINEZ,19-11-1938,M,M,joe20@adventure-works.com,90000,5,Bachelors,Management,Y
16005,JORDAN,HILL,07-10-1938,S,M,jordan67@adventure-works.com,90000,5,Bachelors,Management,Y
16006,ANGELICA,HENDERSON,14-07-1938,M,F,angelica4@adventure-works.com,110000,2,Graduate Degree,Management,Y
16007,JANELLE,GONZALEZ,01-10-1939,M,F,janelle15@adventure-works.com,90000,5,Bachelors,Management,Y
16008,MORGAN,ALLEN,16-07-1939,M,F,morgan21@adventure-works.com,110000,2,Graduate Degree,Management,Y
16009,MATTHEW,MARTINEZ,15-09-1939,S,M,matthew22@adventure-works.com,170000,1,Graduate Degree,Management,N
16010,NICOLE,WOOD,14-02-1940,M,F,nicole50@adventure-works.com,120000,2,Graduate Degree,Management,Y
16011,MARIA,MURPHY,06-09-1940,M,F,maria8@adventure-works.com,130000,2,Bachelors,Management,Y
16012,GRACE,COOPER,01-08-1968,S,F,grace34@adventure-works.com,90000,4,Bachelors,Management,N
16013,XAVIER,WILLIAMS,21-07-1968,S,M,xavier2@adventure-works.com,90000,4,Partial College,Skilled Manual,N
16014,CHRISTOPHER,WILSON,08-03-1968,M,M,christopher7@adventure-works.com,120000,2,Bachelors,Management,Y
16015,JESSICA,COOPER,03-02-1979,S,F,jessica11@adventure-works.com,30000,0,Partial College,Skilled Manual,N
16016,BRADLEY,SHE,12-08-1944,M,M,bradley3@adventure-works.com,20000,4,High School,Skilled Manual,Y
16017,JEREMY,RAMIREZ,12-05-1979,M,M,jeremy36@adventure-works.com,60000,0,Partial College,Skilled Manual,N
16018,EMMA,HENDERSON,02-05-1979,S,F,emma51@adventure-works.com,60000,0,Partial College,Skilled Manual,N
16019,AMBER,HERNANDEZ,02-02-1979,S,F,amber18@adventure-works.com,60000,0,Partial College,Skilled Manual,Y
16020,THOMAS,DIAZ,26-08-1978,M,M,thomas24@adventure-works.com,40000,0,High School,Skilled Manual,Y
16021,SHELBY,SANCHEZ,26-10-1978,S,F,shelby24@adventure-works.com,40000,0,Partial High School,Clerical,N
16022,DEVIN,HERNANDEZ,20-07-1978,S,M,devin24@adventure-works.com,40000,0,Partial High School,Clerical,N
16023,WILLIE,ZHANG,17-07-1947,S,M,willie1@adventure-works.com,10000,2,High School,Skilled Manual,Y
16024,ISAAC,HILL,17-08-1978,M,M,isaac35@adventure-works.com,40000,0,Partial College,Skilled Manual,Y
16025,JORGE,SUN,07-03-1945,M,M,jorge15@adventure-works.com,10000,2,Partial High School,Clerical,Y
16026,BYRON,JIMÉNEZ,10-07-1946,M,M,byron4@adventure-works.com,30000,2,Partial College,Clerical,N
16027,ANNE,VAZQUEZ,15-08-1946,M,F,anne16@adventure-works.com,30000,2,Partial College,Clerical,N
16028,CODY,COOPER,28-01-1946,M,M,cody9@adventure-works.com,30000,2,Partial College,Clerical,N
16029,ABBY,PATEL,08-11-1946,M,F,abby2@adventure-works.com,30000,2,Partial College,Clerical,N
16030,MAX,MARTIN,21-05-1947,M,M,max1@adventure-works.com,20000,4,High School,Skilled Manual,Y
16031,IAN,ALLEN,10-10-1947,M,M,ian23@adventure-works.com,30000,2,Partial College,Clerical,N
16032,COLIN,CHAVEZ,15-01-1948,M,M,colin38@adventure-works.com,10000,2,Partial High School,Clerical,Y
16033,ERICA,LIN,15-10-1971,M,F,erica7@adventure-works.com,10000,0,Graduate Degree,Manual,Y
16034,PAMELA,SURI,11-12-1962,M,F,pamela3@adventure-works.com,10000,1,Graduate Degree,Manual,Y
16035,SEBASTIAN,MORGAN,18-06-1962,M,M,sebastian13@adventure-works.com,20000,1,Graduate Degree,Manual,Y
16036,MARIA,LONG,03-12-1961,M,F,maria32@adventure-works.com,10000,1,Bachelors,Manual,Y
16037,MELISSA,KELLY,08-05-1961,M,F,melissa25@adventure-works.com,10000,1,Bachelors,Manual,Y
16039,STEVE,YANG,06-05-1961,M,M,steve9@adventure-works.com,10000,1,Bachelors,Manual,Y
16040,CASEY,GILL,07-10-1962,M,M,casey37@adventure-works.com,20000,1,Graduate Degree,Clerical,Y
16041,PEDRO,RAMAN,08-05-1961,S,M,pedro12@adventure-works.com,20000,1,Graduate Degree,Clerical,Y
16042,IAN,HALL,21-07-1936,S,M,ian22@adventure-works.com,20000,1,Graduate Degree,Clerical,Y
16043,MATHEW,ROMERO,13-03-1958,S,M,mathew5@adventure-works.com,10000,1,Bachelors,Manual,Y
16044,CONNIE,RAI,09-09-1958,M,F,connie4@adventure-works.com,10000,1,Bachelors,Manual,Y
16045,EVELYN,SARA,04-07-1958,M,F,evelyn11@adventure-works.com,20000,1,Graduate Degree,Clerical,Y
16046,ROBYN,GOMEZ,20-08-1958,S,F,robyn0@adventure-works.com,20000,1,Graduate Degree,Clerical,Y
16047,TAYLOR,JOHNSON,09-07-1957,M,F,taylor48@adventure-works.com,10000,1,Partial College,Manual,Y
16048,KELLI,YANG,11-05-1957,S,F,kelli5@adventure-works.com,10000,1,Partial College,Manual,Y
16049,ASHLEE,NARA,12-05-1957,M,F,ashlee1@adventure-works.com,10000,1,Partial College,Manual,Y
16050,REGINALD,MORENO,11-03-1957,M,M,reginald13@adventure-works.com,10000,1,Partial College,Manual,Y
16051,LEONARD,XU,18-09-1956,M,M,leonard6@adventure-works.com,20000,1,Bachelors,Clerical,Y
16052,DANNY,GUTIERREZ,06-11-1956,M,M,danny12@adventure-works.com,20000,1,Bachelors,Clerical,Y
16053,FREDERICK,PEREZ,18-06-1956,M,M,frederick18@adventure-works.com,20000,1,Bachelors,Clerical,Y
16054,HECTOR,ORTEGA,19-06-1956,S,M,hector19@adventure-works.com,20000,1,Bachelors,Clerical,Y
16055,RYAN,LEE,19-12-1955,M,M,ryan58@adventure-works.com,10000,2,Partial College,Manual,Y
16056,ALISON,SHAN,21-09-1955,M,F,alison10@adventure-works.com,10000,2,Partial College,Manual,Y
16057,MICHELE,GOMEZ,14-12-1955,M,F,michele36@adventure-works.com,10000,2,Partial College,Manual,Y
16058,MARGARET,ZHANG,04-06-1954,M,F,margaret7@adventure-works.com,10000,2,Partial College,Manual,Y
16059,JÉSUS,CARLSON,11-10-1938,M,M,jésus17@adventure-works.com,20000,1,Bachelors,Clerical,Y
16060,ANTONIO,GRIFFIN,27-10-1970,M,M,antonio21@adventure-works.com,50000,1,Bachelors,Skilled Manual,Y
16061,MIGUEL,BUTLER,06-07-1970,M,M,miguel60@adventure-works.com,50000,1,Bachelors,Skilled Manual,Y
16062,KATHERINE,JOHNSON,09-06-1970,M,F,katherine72@adventure-works.com,50000,1,Bachelors,Skilled Manual,Y
16063,FRANCISCO,KAPOOR,16-07-1970,M,M,francisco2@adventure-works.com,50000,1,Bachelors,Skilled Manual,Y
16064,ISABELLA,GRIFFIN,01-03-1969,M,F,isabella31@adventure-works.com,50000,1,Bachelors,Skilled Manual,Y
16065,MAKAYLA,TORRES,21-07-1969,S,F,makayla4@adventure-works.com,50000,2,Bachelors,Skilled Manual,Y
16066,ALEX,RAMIREZ,23-07-1969,M,M,alex10@adventure-works.com,50000,2,Bachelors,Skilled Manual,Y
16067,MARIA,BUTLER,20-04-1969,S,F,maria36@adventure-works.com,50000,2,Bachelors,Skilled Manual,N
16068,JERRY,SHEN,03-03-1969,S,M,jerry2@adventure-works.com,50000,2,Bachelors,Skilled Manual,N
16070,SIERRA,PHILLIPS,22-12-1969,S,F,sierra5@adventure-works.com,60000,1,Graduate Degree,Professional,Y
16071,TAYLOR,RODRIGUEZ,10-01-1971,M,F,taylor66@adventure-works.com,60000,1,Graduate Degree,Professional,Y
16072,CALEB,EVANS,12-10-1971,M,M,caleb29@adventure-works.com,60000,1,Graduate Degree,Professional,Y
16073,MIRANDA,BRYANT,12-12-1971,S,F,miranda18@adventure-works.com,60000,1,Graduate Degree,Professional,Y
16074,CALEB,ROBERTS,12-11-1971,M,M,caleb33@adventure-works.com,60000,1,Graduate Degree,Professional,Y
16075,ALEXIS,JOHNSON,26-07-1971,S,F,alexis1@adventure-works.com,60000,1,Graduate Degree,Professional,Y
16076,CATHERINE,ROGERS,16-06-1971,M,F,catherine17@adventure-works.com,60000,1,Graduate Degree,Professional,Y
16077,STEPHANIE,ROGERS,01-06-1971,M,F,stephanie6@adventure-works.com,70000,2,Graduate Degree,Professional,Y
16078,NICOLE,JAMES,06-09-1971,M,F,nicole43@adventure-works.com,70000,3,Graduate Degree,Professional,Y
16079,NATALIE,CARTER,07-09-1971,M,F,natalie53@adventure-works.com,80000,1,Graduate Degree,Professional,Y
16080,OSCAR,PATTERSON,01-08-1968,S,M,oscar18@adventure-works.com,40000,4,High School,Skilled Manual,Y
16081,ARTURO,CAI,21-03-1968,M,M,arturo23@adventure-works.com,70000,2,Bachelors,Skilled Manual,Y
16082,AUTUMN,ZENG,22-05-1968,S,F,autumn21@adventure-works.com,70000,2,Bachelors,Skilled Manual,N
16083,MINDY,RAJE,03-07-1967,M,F,mindy18@adventure-works.com,40000,5,High School,Skilled Manual,Y
16084,ALLISON,WRIGHT,17-11-1967,S,F,allison43@adventure-works.com,40000,0,Bachelors,Professional,N
16085,TREVOR,GONZALES,10-01-1970,M,M,trevor17@adventure-works.com,60000,1,Graduate Degree,Professional,Y
16086,CHARLES,WATSON,11-05-1970,M,M,charles47@adventure-works.com,70000,4,Graduate Degree,Professional,Y
16087,MICAH,CHEN,13-06-1970,S,M,micah12@adventure-works.com,70000,4,Graduate Degree,Professional,Y
16088,BRYCE,SANDERS,10-07-1967,S,M,bryce3@adventure-works.com,40000,0,Bachelors,Professional,N
16089,LUCAS,BROOKS,03-08-1967,M,M,lucas72@adventure-works.com,50000,2,Bachelors,Skilled Manual,Y
16090,EMMA,WHITE,04-07-1967,S,F,emma12@adventure-works.com,50000,2,Bachelors,Skilled Manual,Y
16091,ALYSSA,LEWIS,25-04-1967,S,F,alyssa21@adventure-works.com,50000,2,Bachelors,Skilled Manual,N
16092,JESSICA,BRYANT,02-01-1966,M,F,jessica42@adventure-works.com,60000,0,Graduate Degree,Professional,Y
16093,KAITLYN,MORRIS,02-03-1966,S,F,kaitlyn48@adventure-works.com,60000,0,Graduate Degree,Professional,Y
16094,KAYLA,BROWN,12-11-1966,S,F,kayla4@adventure-works.com,60000,0,Graduate Degree,Professional,Y
16095,MARCUS,GARCIA,11-02-1966,M,M,marcus17@adventure-works.com,70000,4,Graduate Degree,Professional,Y
16096,KENNETH,SHE,25-01-1969,M,M,kenneth1@adventure-works.com,60000,2,Graduate Degree,Professional,Y
16097,JESSICA,STEWART,05-11-1969,S,F,jessica0@adventure-works.com,60000,2,Graduate Degree,Professional,Y
16098,JASMINE,DIAZ,06-09-1969,M,F,jasmine61@adventure-works.com,70000,5,Graduate Degree,Professional,Y
16099,JULIAN,JENKINS,09-08-1969,M,M,julian8@adventure-works.com,70000,5,Graduate Degree,Professional,Y
16100,JOSE,JOHNSON,03-04-1969,S,M,jose57@adventure-works.com,70000,5,Graduate Degree,Professional,Y
16101,MARY,LOPEZ,19-09-1969,M,F,mary34@adventure-works.com,80000,2,Graduate Degree,Professional,Y
16102,MARCUS,ALEXANDER,14-08-1965,S,M,marcus68@adventure-works.com,40000,0,Bachelors,Professional,N
16103,HALEY,HILL,11-10-1965,S,F,haley56@adventure-works.com,80000,3,Bachelors,Skilled Manual,Y
16104,JORDAN,HERNANDEZ,04-11-1965,S,F,jordan47@adventure-works.com,80000,3,Bachelors,Skilled Manual,Y
16105,KRISTY,DIAZ,04-02-1965,S,F,kristy3@adventure-works.com,80000,3,Bachelors,Skilled Manual,Y
16106,IAN,BARNES,21-03-1965,M,M,ian43@adventure-works.com,60000,0,Graduate Degree,Professional,Y
16107,JORDAN,EDWARDS,20-04-1964,S,F,jordan30@adventure-works.com,50000,4,Bachelors,Skilled Manual,Y
16108,BRYCE,HOWARD,24-06-1964,S,M,bryce10@adventure-works.com,60000,4,Bachelors,Skilled Manual,N
16109,ADAM,TURNER,05-07-1964,S,M,adam35@adventure-works.com,60000,4,Bachelors,Skilled Manual,Y
16110,BRANDON,LONG,01-07-1964,M,M,brandon7@adventure-works.com,60000,4,Bachelors,Skilled Manual,Y
16111,ALLISON,GREEN,09-08-1963,S,F,allison37@adventure-works.com,70000,4,Bachelors,Skilled Manual,Y
16112,FRANK,MUNOZ,05-03-1963,S,M,frank15@adventure-works.com,70000,4,Bachelors,Professional,Y
16113,ROGER,LAL,13-02-1963,S,M,roger36@adventure-works.com,70000,4,Bachelors,Professional,N
16114,GAVIN,ROSS,14-03-1963,M,M,gavin3@adventure-works.com,70000,4,Bachelors,Professional,Y
16115,JENNIFER,DIAZ,13-06-1968,S,F,jennifer95@adventure-works.com,70000,0,Bachelors,Professional,N
16116,BEGOÑA,HURTADO,06-06-1968,S,M,begoña0@adventure-works.com,70000,0,Bachelors,Professional,Y
16117,BRAD,LAL,02-11-1962,M,M,brad8@adventure-works.com,40000,4,High School,Skilled Manual,Y
16118,JAMES,WRIGHT,03-09-1962,M,M,james70@adventure-works.com,70000,1,Bachelors,Professional,N
16119,HAILEY,WATSON,12-09-1961,M,F,hailey18@adventure-works.com,40000,4,High School,Skilled Manual,Y
16120,BRYCE,RAMIREZ,14-04-1961,M,M,bryce6@adventure-works.com,40000,4,High School,Skilled Manual,Y
16121,KAITLYN,ROSS,04-05-1961,M,F,kaitlyn71@adventure-works.com,40000,4,High School,Skilled Manual,N
16122,JASON,PHILLIPS,16-12-1961,M,M,jason35@adventure-works.com,40000,4,High School,Skilled Manual,Y
16123,NATALIE,PATTERSON,08-07-1961,M,F,natalie33@adventure-works.com,40000,4,High School,Skilled Manual,Y
16124,EDUARDO,MURPHY,03-11-1961,M,M,eduardo82@adventure-works.com,40000,4,High School,Skilled Manual,Y
16125,VICTORIA,WATSON,06-03-1961,M,F,victoria45@adventure-works.com,60000,1,Partial College,Skilled Manual,Y
16126,FAITH,KELLY,17-07-1961,M,F,faith24@adventure-works.com,60000,1,Partial College,Skilled Manual,Y
16127,AMANDA,EDWARDS,17-03-1961,M,F,amanda45@adventure-works.com,60000,1,Partial College,Skilled Manual,Y
16128,DESTINY,WARD,24-06-1961,M,F,destiny38@adventure-works.com,60000,1,Partial College,Skilled Manual,Y
16129,JORDYN,RUSSELL,11-10-1960,S,F,jordyn18@adventure-works.com,40000,4,High School,Skilled Manual,Y
16130,MIKE,SEAMANS,24-12-1960,S,F,mike5@adventure-works.com,40000,0,Bachelors,Professional,N
16131,ALBERT,ROMERO,14-05-1960,S,M,albert11@adventure-works.com,40000,0,Bachelors,Professional,N
16132,SIERRA,NELSON,03-12-1960,M,F,sierra9@adventure-works.com,60000,1,Partial College,Skilled Manual,Y
16133,DYLAN,SIMMONS,13-08-1967,S,M,dylan14@adventure-works.com,50000,0,Partial College,Skilled Manual,N
16134,ROY,HERNANDEZ,06-06-1967,S,M,roy24@adventure-works.com,50000,0,Partial College,Skilled Manual,N
16135,CHELSEA,RAMAN,01-07-1967,S,F,chelsea13@adventure-works.com,50000,0,Partial College,Skilled Manual,N
16136,GEORGE,SRINI,04-06-1967,S,M,george14@adventure-works.com,50000,0,Partial College,Skilled Manual,N
16137,TIMOTHY,KING,15-03-1967,S,M,timothy45@adventure-works.com,50000,0,Partial College,Skilled Manual,Y
16138,DAVID,BUTLER,09-02-1967,S,M,david47@adventure-works.com,60000,0,Graduate Degree,Professional,N
16139,JACQUELINE,ALEXANDER,25-08-1960,M,F,jacqueline19@adventure-works.com,60000,1,Partial College,Skilled Manual,Y
16140,SETH,HARRIS,04-04-1960,M,M,seth14@adventure-works.com,60000,1,Partial College,Skilled Manual,Y
16141,SHELBY,RAMIREZ,01-11-1960,M,F,shelby7@adventure-works.com,60000,1,Partial College,Skilled Manual,Y
16142,SOPHIA,KING,11-01-1959,S,F,sophia17@adventure-works.com,60000,4,Bachelors,Professional,Y
16143,SARA,EVANS,19-03-1959,M,F,sara25@adventure-works.com,60000,4,Bachelors,Professional,Y
16144,PATRICK,KELLY,04-12-1959,M,M,patrick8@adventure-works.com,70000,1,Graduate Degree,Professional,Y
16145,SYDNEY,ANDERSON,25-10-1959,S,F,sydney73@adventure-works.com,70000,5,Graduate Degree,Professional,Y
16146,JACQUELYN,SAUNDERS,21-02-1959,M,F,jacquelyn21@adventure-works.com,80000,1,Graduate Degree,Professional,Y
16147,NATHAN,GRIFFIN,24-11-1958,M,M,nathan17@adventure-works.com,80000,1,Partial College,Skilled Manual,Y
16148,KAREN,WALKER,26-03-1958,M,F,karen9@adventure-works.com,80000,1,Partial College,Skilled Manual,Y
16149,DALTON,PERRY,01-03-1958,S,M,dalton53@adventure-works.com,60000,3,Bachelors,Professional,Y
16150,NICOLE,THOMPSON,13-02-1958,M,F,nicole16@adventure-works.com,60000,1,Bachelors,Professional,Y
16151,CHLOE,SANCHEZ,03-01-1958,M,F,chloe46@adventure-works.com,60000,1,Bachelors,Professional,Y
16152,KATHERINE,EVANS,16-11-1958,M,F,katherine49@adventure-works.com,70000,5,Graduate Degree,Professional,Y
16153,ERIC,JAI,11-04-1958,M,M,eric40@adventure-works.com,70000,5,Graduate Degree,Professional,Y
16154,JENNIFER,SCOTT,06-12-1958,M,F,jennifer16@adventure-works.com,70000,5,Bachelors,Professional,Y
16155,JOAN,JENKINS,10-04-1969,M,F,joan6@adventure-works.com,80000,4,Graduate Degree,Management,Y
16156,JAVIER,HERNANDEZ,11-09-1969,M,M,javier0@adventure-works.com,90000,1,Graduate Degree,Management,Y
16157,CINDY,RAMAN,27-04-1969,M,F,cindy12@adventure-works.com,90000,1,Graduate Degree,Management,N
16159,MINDY,GOLDBERG,21-06-1969,M,F,mindy24@adventure-works.com,100000,1,Graduate Degree,Management,Y
16160,ERIKA,HERNANDEZ,20-06-1968,M,F,erika3@adventure-works.com,60000,2,Bachelors,Professional,Y
16161,JODI,DENG,24-08-1968,M,F,jodi1@adventure-works.com,60000,2,Bachelors,Professional,Y
16162,MACKENZIE,MORGAN,26-09-1968,S,F,mackenzie21@adventure-works.com,70000,5,Bachelors,Professional,Y
16163,WILLIE,CHANDE,15-12-1967,S,M,willie34@adventure-works.com,60000,2,Bachelors,Professional,Y
16164,AMY,LIANG,02-02-1967,S,F,amy23@adventure-works.com,60000,2,Bachelors,Professional,Y
16165,JENNY,LIU,03-02-1967,M,F,jenny6@adventure-works.com,70000,5,Bachelors,Professional,Y
16166,APRIL,GOEL,10-08-1967,M,F,april15@adventure-works.com,70000,5,Bachelors,Professional,Y
16167,DEVIN,MOORE,06-01-1967,M,M,devin6@adventure-works.com,70000,5,Bachelors,Professional,Y
16168,KATHRYN,ASHE,08-09-1967,M,F,kathryn20@adventure-works.com,70000,5,Bachelors,Professional,Y
16169,DENNIS,LIN,17-03-1967,S,M,dennis9@adventure-works.com,70000,5,Bachelors,Professional,Y
16170,JUAN,RUBIO,08-09-1966,S,M,juan8@adventure-works.com,80000,5,Graduate Degree,Management,Y
16171,BRUCE,RUIZ,06-04-1966,M,M,bruce24@adventure-works.com,80000,5,Graduate Degree,Management,Y
16172,JANELLE,PEREZ,11-10-1966,S,F,janelle18@adventure-works.com,80000,5,Bachelors,Professional,Y
16173,CORY,RANA,06-01-1965,M,M,cory9@adventure-works.com,60000,2,Bachelors,Professional,Y
16174,MELINDA,HERNANDEZ,24-03-1965,S,F,melinda0@adventure-works.com,60000,3,Bachelors,Professional,N
16175,TONY,SHAN,05-09-1965,S,M,tony13@adventure-works.com,60000,3,Bachelors,Professional,N
16176,MICHELE,TORRES,19-08-1968,S,F,michele45@adventure-works.com,70000,0,Bachelors,Professional,Y
16177,BETHANY,NATH,10-09-1968,S,F,bethany22@adventure-works.com,70000,0,Bachelors,Professional,N
16178,ALFREDO,CARLSON,16-11-1968,M,M,alfredo19@adventure-works.com,80000,5,Bachelors,Professional,Y
16179,JAMIE,ZHAO,22-08-1968,S,F,jamie13@adventure-works.com,80000,5,Bachelors,Professional,Y
16180,KYLE,PEREZ,22-08-1965,S,M,kyle33@adventure-works.com,70000,0,Bachelors,Professional,N
16181,DAISY,RUBIO,23-06-1965,S,F,daisy16@adventure-works.com,70000,0,Bachelors,Professional,N
16182,LOUIS,SUN,21-04-1964,M,M,louis7@adventure-works.com,60000,3,Bachelors,Professional,Y
16183,TANYA,CARLSON,04-11-1964,S,F,tanya15@adventure-works.com,60000,3,Bachelors,Professional,Y
16184,CHRISTINE,SHE,06-06-1964,M,F,christine0@adventure-works.com,60000,4,Bachelors,Professional,Y
16185,GRANT,RAJI,13-12-1964,S,M,grant23@adventure-works.com,60000,4,Bachelors,Professional,Y
16186,BETHANY,RAJI,25-07-1974,S,F,bethany2@adventure-works.com,30000,0,Partial College,Clerical,Y
16187,LOUIS,HU,17-08-1980,S,M,louis15@adventure-works.com,20000,0,Partial High School,Manual,N
16188,TERESA,TORRES,05-04-1980,S,F,teresa12@adventure-works.com,20000,0,Partial High School,Manual,N
16189,AMANDA,HUGHES,02-04-1979,M,F,amanda32@adventure-works.com,30000,0,Partial College,Clerical,N
16190,LANCE,ALVAREZ,08-01-1979,S,M,lance4@adventure-works.com,30000,0,Partial College,Clerical,N
16191,MARGARET,ZENG,18-03-1978,S,F,margaret27@adventure-works.com,30000,0,High School,Manual,Y
16192,MARIE,LOPEZ,04-06-1978,S,F,marie18@adventure-works.com,30000,0,High School,Manual,N
16193,VICTOR,RUBIO,20-06-1978,S,M,victor21@adventure-works.com,30000,0,High School,Manual,N
16194,KATIE,DENG,16-09-1973,S,F,katie4@adventure-works.com,30000,0,High School,Manual,N
16195,ABBY,PEREZ,12-04-1973,M,F,abby18@adventure-works.com,30000,0,High School,Manual,N
16196,KURT,RAHEEM,21-10-1973,M,M,kurt18@adventure-works.com,40000,1,Bachelors,Skilled Manual,Y
16197,HEIDI,PRASAD,19-08-1972,S,F,heidi11@adventure-works.com,20000,0,Partial High School,Manual,N
16198,ARTHUR,NAVARRO,13-10-1972,S,M,arthur34@adventure-works.com,30000,0,High School,Manual,Y
16199,TERRENCE,XIE,18-08-1972,S,M,terrence3@adventure-works.com,40000,2,Partial College,Clerical,Y
16200,JULIA,EDWARDS,18-04-1971,S,F,julia3@adventure-works.com,10000,0,Partial High School,Manual,N
16201,ROSS,MARTIN,06-09-1971,S,M,ross21@adventure-works.com,20000,0,Partial High School,Manual,Y
16202,KENNETH,JAI,21-04-1971,S,M,kenneth9@adventure-works.com,30000,0,High School,Manual,N
16203,WARREN,RAJE,04-05-1970,S,M,warren3@adventure-works.com,40000,2,Partial College,Clerical,Y
16204,TERRENCE,ANAND,13-04-1971,S,M,terrence23@adventure-works.com,40000,2,Partial College,Clerical,Y
16205,MELANIE,SANDERS,01-04-1971,S,F,melanie14@adventure-works.com,40000,2,Partial College,Clerical,Y
16206,CINDY,LEWIS,19-05-1971,S,F,cindy21@adventure-works.com,40000,2,Partial College,Clerical,Y
16207,JORDAN,SHAN,13-03-1971,S,M,jordan27@adventure-works.com,40000,2,Partial College,Clerical,Y
16208,RUTH,CHANDRA,21-07-1971,S,NA,ruth7@adventure-works.com,40000,2,Partial College,Clerical,Y
16209,CAROLYN,ALVAREZ,18-03-1970,S,F,carolyn26@adventure-works.com,50000,0,Graduate Degree,Skilled Manual,Y
16210,OLIVIA,COOPER,12-03-1974,S,F,olivia34@adventure-works.com,40000,3,Partial College,Clerical,Y
16211,JESSE,ROBERTS,23-11-1974,S,M,jesse28@adventure-works.com,40000,3,Partial College,Clerical,Y
16212,JACQUELINE,RIVERA,03-01-1930,M,F,jacqueline41@adventure-works.com,50000,1,Graduate Degree,Skilled Manual,Y
16213,KAYLEE,TURNER,16-05-1966,S,F,kaylee26@adventure-works.com,60000,0,Graduate Degree,Skilled Manual,Y
16214,BRETT,FERNANDEZ,03-02-1966,M,M,brett15@adventure-works.com,60000,0,Graduate Degree,Skilled Manual,Y
16215,THOMAS,TURNER,12-05-1966,M,M,thomas42@adventure-works.com,60000,0,Graduate Degree,Skilled Manual,Y
16216,CHARLES,MITCHELL,27-09-1966,S,M,charles39@adventure-works.com,60000,0,Graduate Degree,Skilled Manual,Y
16217,AMANDA,GONZALES,25-09-1966,S,F,amanda38@adventure-works.com,60000,0,Graduate Degree,Skilled Manual,Y
16218,JULIA,SIMMONS,04-10-1953,M,F,julia81@adventure-works.com,30000,1,Bachelors,Skilled Manual,Y
16219,ANGEL,SANDERS,22-11-1953,M,M,angel2@adventure-works.com,30000,1,Bachelors,Skilled Manual,Y
16220,MEGAN,RUSSELL,06-07-1953,M,F,megan67@adventure-works.com,30000,1,Bachelors,Skilled Manual,Y
16221,DARREN,SAUNDERS,14-05-1953,M,M,darren13@adventure-works.com,30000,1,Bachelors,Skilled Manual,Y
16222,BRANDON,ANDERSON,18-12-1953,M,M,brandon30@adventure-works.com,30000,1,Bachelors,Skilled Manual,Y
16223,CARLOS,COLLINS,18-05-1953,M,M,carlos28@adventure-works.com,30000,1,Bachelors,Skilled Manual,Y
16224,JACOB,MARTINEZ,20-07-1953,M,M,jacob13@adventure-works.com,30000,1,Bachelors,Skilled Manual,Y
16225,WYATT,NELSON,12-10-1953,M,M,wyatt38@adventure-works.com,30000,1,Bachelors,Skilled Manual,Y
16226,MARIA,BLUE,23-05-1953,M,F,maria7@adventure-works.com,30000,1,Partial College,Clerical,Y
16227,ERIC,LOPEZ,18-06-1954,M,M,eric53@adventure-works.com,30000,1,High School,Clerical,Y
16228,RAFAEL,ZHU,27-12-1955,M,M,rafael15@adventure-works.com,40000,1,Partial College,Clerical,Y
